source,division,unit,department,job_title,job_grade,job_objective,responsibility_no,responsibility
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",4,Facilitates partnerships and system integrations with Fin techs & aggregators
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",5,Facilitate on the signing of NDA (non -disclosure agreement ) and MOU (MEMORANDUM OF UNDERSTANDING) between the partner and the respective department and ensure the custody of the copies under the product owner;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",6,Facilitate and arrange a launch program together with the integrating company;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",7,"Follow up on signing of business agreement and performance of partnership,"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",8,"Identify, distinguish and analyses various Digital Partners Relationship related issues;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",9,Participate and involve in report preparation process of the Department;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",10,"Provide supports to other divisions, departments and regions as deemed as necessary;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",11,Work with internal and external organs to gather and elicit Digital Partner s Relationship requirements/ideas for further analysis;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",12,"Propose way forwards that could solve the existing Digital Partners Relationship problems, if any;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",13,Work constructively within a team & with the management;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",14,"Approach, manage and follow up Digital Partners Relationship and their transactions;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",15,Develop marketing strategies for Digital Partners Relationship products and services in collaboration with other concerned organs of the bank;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",16,"Review the products/services user guidelines, brochures etc;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",17,Arrange & provide various Digital Partners Relationship related trainings;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",18,Diagnose and resolve issues;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",19,"Prepare proposals, assessments and analyses the required information using available resources;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",20,Evaluate performances of Digital Partners Relationship activities and transactions; Commercial Bank of Ethiopia Job Description
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",21,Identify potential operational risks on Digital Partners Relationship products/services and transactions and propose a mitigating mechanisms;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12.0,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.",22,Performs other duties as assigned.
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",1,Gather information about the market and competitors performances;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",2,Participate in marketing and sales activities;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",3,Prepare agent periodic performance report and forward to the concerned organ or management;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",4,"Respond to requests for any support in person, via phone, and /or electronically;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",5,Facilitate on the signing of NDA (non -disclosure agreement ) and MOU (MEMORANDUM OF UNDERSTANDING) between the partner and the respective departme nt and ensure the custody of the copies under the product owner;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",6,"Facilitate, participate and support on signing of business agreement and performance of partnership;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",7,Distribute & collect data using various survey instruments;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",8,Collect internal & external data relevant for undertaking studies;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",9,Collect reports from various internal bank units if necessary;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",10,Works within team on a task until completion;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",11,Work with internal and external organs to gather and elicit Digital Partners Relationship requirements/ideas for further analysis;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",12,Identify and escalate situations requiring urgent attention;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",13,Track and route problems and requests and document resolutions;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",14,Give information about new ideas related to Digital Partners Relationship management;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",15,"Provide support for customer, agents, merchants and branches, if necessary;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",16,Participate in evaluation of performances of a Digital Partners Relationship across the bank;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",17,Prepare Periodical performance report of Digital Partners Relationship activities;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",18,prepare report on the status proposed Digital Partners Relationship management that suits the needs of CBE;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",19,Performs other duties as assigned.
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",1,Gather information about the market and competitors performances;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",2,Participate in marketing and sales activities;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",3,Prepare agent periodic performance report and forward to the concerned organ or management;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",4,"Respond to requests for any support in person, via phone, and /or electronically;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",5,Facilitate on the signing of NDA (non -disclosure agreement ) and MOU (MEMORANDUM OF UNDERSTANDING) between the partner and the respective department and ensure the custody of the copies under the product owner.
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",6,"Facilitate, participate and support on signing of business agreement and performance of partnership"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",7,Distribute & collect data using various survey instruments;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",8,Collect internal & external data relevant for undertaking studies;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",9,Collect reports from various internal bank units if necessary;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",10,Works within team on a task until completion;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",11,Work with internal and external organs to gather and elicit Digital Partners Relationship requirements/ideas for further analysis;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",12,Identify and escalate situations requiring urgent attention;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",13,Track and route problems and requests and document resolutions;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",14,Give information about new ideas related to Digital Partners Relationship management;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",15,"Provide support for customer, agents, merchants and branches, if necessary;"
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",16,Participate in evaluation of performances of a Digital Partners Relationship across the bank;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",17,Prepare Periodical performance report of Digital Partners Relationship activities; Commercial Bank of Ethiopia Job Description
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",18,prepare report on the status proposed Digital Partners Relationship management that suits the need s of CBE;
JD,Digital Banking,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10.0,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.",19,Performs other duties as assigned.
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,1,"Direct, Lead and Coordinate staffs under his/her supervision and ensures the activities of the unit supports the Banks business objectives and strategies;"
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,2,Reviews the strategies and operations of mobile banking business activiti es and work towards its implementation;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,3,"Initiates, engages, facilitates & follows up relationships with local & international mobile banking technology companies, fintech/teach-in companies & others to augment the mobile banking business of the Bank;"
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,4,Periodically evaluate performance reports of the unit and give feedback to the district digital banking support team;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,5,"Assesses the effectiveness of Mobile Banking services and take appropriate measures,"
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,6,Periodically visit third party integrated companies and support them regularly to enhance the transaction; Commercial Bank of Ethiopia Job Description
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,7,Enhance the activation rate of mobile banking users through implementing various value propositions;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,8,"Develops draft procedures, operational user manuals and guidelines,"
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,9,"Develop Sales and marketing strategies in collaboration with Customer experience division,"
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,10,Develop and conduct awareness creation sessions and capacity building programs to regional and district offices;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,11,"Review proposals, assessments and analysis of the unit;"
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,12,Rolls out international and local best practices of mobile banking services/products for the bank;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,13,Facilitates the development and implementation of new product/services related with mobile banking businesses;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,14,"Reviews/evaluates the performance of officers in the unit, identifies t raining needs and plans training sessions;"
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,15,Organizes and delivers reports to concerned organs periodically and as required;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,16,Ensures the operation of the unit is conducted as per the procedure;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,17,Provides support to districts as deemed as necessary;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,18,Makes sure that the resources required for running mobile banking business activities are available and properly used for the benefit of the bank;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,19,Closely work with the Director in matters related to the mobile banking business;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,20,Motivates and coaches the team for the delivery of high quality support service for region Digital Banking Service Teams/Regional offices;
JD,Digital Banking,Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15.0,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,21,"Ensure the periodic update of ATM, Merchant POS, CBE birr Agent and Branch Location on Mobile Banking Service"
